Year,Plot,Horizon,C_Pool
2014,54,Oa,0.377239746
2014,56,Oa,1.194418629
2014,58,Oa,1.03591951
2014,61,Oa,0.603774697
2014,62,Oa,0
2014,63,Oa,3.549622464
2014,64,Oa,0.253229443
2014,65,Oa,1.056315839
2014,66,Oa,4.02317136
2014,67,Oa,0.597488015
2014,69,Oa,1.262059115
2014,71,Oa,0.394555552
2014,73,Oa,1.268716564
2014,76,Oa,0.263501653
2014,77,Oa,1.348596293
2014,78,Oa,0.695511005
2014,79,Oa,0.260440827
2014,80,Oa,1.264268975
2014,82,Oa,0.60875686
2014,84,Oa,1.864596937
2014,86,Oa,1.883843597
2014,91,Oa,1.315561041
2014,92,Oa,7.763897688
2014,93,Oa,0.849181268
2014,95,Oa,0.834015495
2014,96,Oa,0.615925374
2014,103,Oa,2.678479194
2014,104,Oa,1.387889476
2014,105,Oa,0.560394386
2014,106,Oa,0
2014,110,Oa,2.108239864
2014,111,Oa,4.900516533
2014,112,Oa,0
2014,118,Oa,3.425873334
2014,119,Oa,1.306632418
2014,121,Oa,2.413745733
2014,124,Oa,2.94092582
2014,126,Oa,1.006992185
2014,129,Oa,1.53823797
2014,130,Oa,2.674798735
2014,132,Oa,1.802879716
2014,133,Oa,0.943639524
2014,137,Oa,0.690400488
2014,138,Oa,0.522179559
2014,139,Oa,0.505980391
2014,140,Oa,0.239001187
2014,141,Oa,0.371916081
2014,142,Oa,3.067677078
2014,145,Oa,0.850772952
2014,146,Oa,1.976846632
2014,148,Oa,1.013209055
2014,149,Oa,0.33815349
2014,153,Oa,0.420496628
2014,155,Oa,2.032794933
2014,158,Oa,0.375807045
2014,159,Oa,2.640013495
2014,160,Oa,0.971344373
2014,162,Oa,0.3221073
2014,163,Oa,0
2014,164,Oa,0.652783835
2014,167,Oa,0
2014,168,Oa,0.476529178
2014,169,Oa,0
2014,173,Oa,5.877344995
2014,174,Oa,0.700728492
2014,175,Oa,1.346583843
2014,179,Oa,0.392132387
2014,182,Oa,0
2014,183,Oa,0.718093058
2014,184,Oa,1.066867145
2014,187,Oa,0.242593152
2014,190,Oa,0.251572379
2014,194,Oa,0.989719892
2014,195,Oa,0.754419924
2014,196,Oa,0.858961596
2014,199,Oa,0.614679801
2014,200,Oa,0
2014,3,Oie,2.079122037
2014,5,Oie,2.31026294
2014,6,Oie,1.247493259
2014,7,Oie,2.157952689
2014,8,Oie,0.371858801
2014,9,Oie,0.745278394
2014,10,Oie,0.822975493
2014,11,Oie,1.416840444
2014,12,Oie,1.470203269
2014,14,Oie,0.865170679
2014,16,Oie,1.394658785
2014,18,Oie,0.76677419
2014,31,Oie,1.637780589
2014,32,Oie,2.381408522
2014,33,Oie,0.782509311
2014,35,Oie,0.976766864
2014,37,Oie,1.041726226
2014,38,Oie,1.365299536
2014,43,Oie,1.534901307
2014,44,Oie,1.59198777
2014,46.1,Oie,1.074451107
2014,46.2,Oie,2.342674284
2014,48,Oie,0.729922113
2014,54,Oie,1.856590779
2014,56,Oie,0.521326439
2014,58,Oie,0.802584527
2014,61,Oie,1.90698152
2014,62,Oie,1.401483743
2014,63,Oie,1.637336458
2014,64,Oie,1.268661392
2014,65,Oie,1.320988268
2014,66,Oie,1.193225602
2014,67,Oie,0.923390004
2014,69,Oie,1.400937273
2014,71,Oie,1.175176208
2014,73,Oie,1.559517598
2014,76,Oie,0.497512521
2014,77,Oie,0.774286344
2014,78,Oie,0.837201361
2014,79,Oie,0.828277051
2014,80,Oie,1.611357806
2014,82,Oie,0.784867242
2014,84,Oie,1.350404139
2014,86,Oie,0.630169681
2014,91,Oie,0.831895028
2014,92,Oie,4.08038312
2014,93,Oie,0.54198398
2014,95,Oie,1.574097845
2014,96,Oie,0.833658977
2014,103,Oie,1.587256422
2014,104,Oie,1.874820687
2014,105,Oie,0.821479888
2014,106,Oie,0.988085359
2014,110,Oie,2.134398492
2014,111,Oie,1.431776928
2014,112,Oie,1.073057993
2014,118,Oie,1.903262364
2014,119,Oie,2.056697538
2014,121,Oie,1.390279332
2014,124,Oie,1.370900038
2014,126,Oie,1.25119148
2014,129,Oie,1.097941263
2014,130,Oie,1.198092938
2014,132,Oie,1.449075752
2014,133,Oie,0.748052141
2014,137,Oie,1.246247493
2014,138,Oie,0.639322454
2014,139,Oie,1.373002594
2014,140,Oie,0.826126431
2014,141,Oie,2.037025026
2014,142,Oie,4.620355613
2014,145,Oie,1.145404403
2014,146,Oie,2.013736434
2014,148,Oie,0.952788955
2014,149,Oie,0.870975977
2014,153,Oie,0.953631225
2014,155,Oie,1.493000263
2014,158,Oie,0.613622094
2014,159,Oie,1.301928236
2014,160,Oie,1.044558152
2014,162,Oie,0.934892868
2014,163,Oie,0.505007994
2014,164,Oie,0.590975062
2014,167,Oie,0.241473557
2014,168,Oie,0.736540947
2014,169,Oie,0.335410995
2014,173,Oie,1.093571789
2014,174,Oie,0.794036408
2014,175,Oie,2.204796699
2014,179,Oie,1.175374299
2014,182,Oie,0.502632888
2014,183,Oie,1.55605115
2014,184,Oie,0.948863314
2014,187,Oie,0.840415719
2014,190,Oie,0.854284457
2014,194,Oie,1.292930683
2014,195,Oie,0.917195872
2014,196,Oie,0.864073279
2014,199,Oie,1.295181625
2014,200,Oie,0.606562169
2018,1,min,2.285343917
2018,2,min,1.354699627
2018,5,min,0
2018,6,min,1.14958929
2018,8,min,2.022858387
2018,12,min,0
2018,19,min,4.632864958
2018,21,min,2.041683155
2018,22,min,2.609467395
2018,23,min,0
2018,24,min,2.086840685
2018,29,min,4.717109144
2018,30,min,3.782380433
2018,31,min,3.90523734
2018,32,min,1.987529279
2018,33,min,4.607194363
2018,35,min,3.797369332
2018,36,min,1.489657232
2018,38,min,1.938753306
2018,40,min,0
2018,42,min,1.73797002
2018,43,min,2.441979993
2018,47,min,3.418607804
2018,49,min,3.615432471
2018,52,min,0
2018,54,min,2.817537557
2018,55,min,0
2018,57,min,4.967249437
2018,59,min,0
2018,60,min,2.480749764
2018,63,min,2.689192353
2018,64,min,4.674797103
2018,65,min,2.517342206
2018,66,min,2.638123751
2018,70,min,4.303482487
2018,72,min,0
2018,74,min,2.98291986
2018,76,min,5.518311338
2018,77,min,3.012930294
2018,78,min,2.537665526
2018,80,min,3.045418785
2018,84,min,4.743733673
2018,85,min,2.254321216
2018,90,min,0
2018,91,min,3.546336546
2018,93,min,1.05422415
2018,97,min,7.202754816
2018,99,min,4.564370134
2018,100,min,3.077541519
2018,101,min,1.569245862
2018,104,min,2.395983833
2018,109,min,3.456682759
2018,110,min,5.137580926
2018,111,min,2.997122088
2018,112,min,3.104272735
2018,114,min,3.387880863
2018,115,min,2.871694392
2018,119,min,1.194627806
2018,120,min,4.493360164
2018,123,min,1.100337744
2018,124,min,5.230458945
2018,125,min,2.30457752
2018,127,min,4.162904669
2018,129,min,3.221178662
2018,130,min,5.358610246
2018,132,min,1.66948207
2018,133,min,3.360866403
2018,135,min,1.874938991
2018,137,min,3.022739321
2018,140,min,2.496961475
2018,143,min,3.978506027
2018,145,min,1.71019825
2018,146,min,3.104929508
2018,148,min,4.380543519
2018,150,min,0.254992019
2018,151,min,2.408834954
2018,152,min,5.346021548
2018,153,min,2.733272373
2018,154,min,3.212237683
2018,155,min,0.718987065
2018,158,min,4.077269364
2018,159,min,2.453723101
2018,162,min,4.742190968
2018,163,min,2.883193941
2018,165,min,5.936923771
2018,169,min,4.970837058
2018,171,min,0.873798101
2018,172,min,1.846301426
2018,174,min,2.749868569
2018,176,min,3.162729383
2018,178,min,3.669443443
2018,179,min,2.900924703
2018,180,min,2.820787733
2018,181,min,2.920289814
2018,182,min,2.555891344
2018,184,min,2.599004989
2018,187,min,4.58091751
2018,191,min,3.604068492
2018,195,min,3.74305889
2018,197,min,3.297407611
2018,1,Oa,1.045592863
2018,2,Oa,1.382012115
2018,5,Oa,1.97105198
2018,6,Oa,1.412275308
2018,8,Oa,0.444128364
2018,12,Oa,0.849889875
2018,19,Oa,0
2018,21,Oa,1.190789562
2018,22,Oa,0.390949458
2018,23,Oa,2.094979544
2018,24,Oa,0.973339607
2018,29,Oa,0.271315752
2018,30,Oa,2.357569386
2018,31,Oa,2.304361752
2018,32,Oa,1.155243626
2018,33,Oa,0.301435503
2018,35,Oa,0.679758021
2018,36,Oa,0.575382347
2018,38,Oa,1.419153817
2018,40,Oa,1.261663946
2018,42,Oa,0
2018,43,Oa,0.667220151
2018,47,Oa,0
2018,49,Oa,1.673535702
2018,52,Oa,0.921821078
2018,54,Oa,0
2018,55,Oa,0
2018,57,Oa,7.062303254
2018,59,Oa,3.632714314
2018,60,Oa,0
2018,63,Oa,1.912080395
2018,64,Oa,1.427576197
2018,65,Oa,1.964221218
2018,66,Oa,2.506323354
2018,70,Oa,1.205832196
2018,72,Oa,2.058751484
2018,74,Oa,1.719803753
2018,76,Oa,3.325421463
2018,77,Oa,1.669938805
2018,78,Oa,1.141285184
2018,80,Oa,0.271261916
2018,84,Oa,1.186631579
2018,85,Oa,2.087929112
2018,90,Oa,0.494321304
2018,91,Oa,1.46797126
2018,93,Oa,2.342096232
2018,97,Oa,1.258037946
2018,99,Oa,4.140195386
2018,100,Oa,1.097857566
2018,101,Oa,0.609368941
2018,104,Oa,2.989096276
2018,109,Oa,2.504080042
2018,110,Oa,1.540467788
2018,111,Oa,1.218688849
2018,112,Oa,0.765309492
2018,114,Oa,0.358992397
2018,115,Oa,3.244576209
2018,119,Oa,3.553756537
2018,120,Oa,0.472306925
2018,123,Oa,1.32371153
2018,124,Oa,5.512796306
2018,125,Oa,2.166762217
2018,127,Oa,2.311894733
2018,129,Oa,0.850160113
2018,130,Oa,4.624840058
2018,132,Oa,1.350645383
2018,133,Oa,1.611443156
2018,135,Oa,0.705704283
2018,137,Oa,0.745276751
2018,140,Oa,0.948705907
2018,143,Oa,0.737391284
2018,145,Oa,0.566327457
2018,146,Oa,0.270473342
2018,148,Oa,0
2018,150,Oa,0.41671165
2018,151,Oa,1.86561357
2018,152,Oa,1.651906399
2018,153,Oa,0.467223549
2018,154,Oa,1.4829769
2018,155,Oa,0.534478391
2018,158,Oa,0.646421517
2018,159,Oa,0.417803796
2018,162,Oa,1.22455723
2018,163,Oa,0.406919499
2018,165,Oa,1.21418802
2018,169,Oa,0.600461905
2018,171,Oa,1.429239871
2018,172,Oa,3.220603517
2018,174,Oa,0.955164008
2018,176,Oa,0.603641164
2018,178,Oa,0.410313185
2018,179,Oa,0.573237917
2018,180,Oa,0.94079415
2018,181,Oa,3.316436213
2018,182,Oa,0
2018,184,Oa,5.208307181
2018,187,Oa,0.433390816
2018,191,Oa,1.632976124
2018,195,Oa,0
2018,197,Oa,2.040504872
2018,1,Oie,1.498722924
2018,2,Oie,1.243020613
2018,5,Oie,1.700800654
2018,6,Oie,1.283401202
2018,8,Oie,1.488416904
2018,12,Oie,0.988516656
2018,19,Oie,0.88838064
2018,21,Oie,0.872773146
2018,22,Oie,0.739248781
2018,23,Oie,0.475841885
2018,24,Oie,1.621320333
2018,29,Oie,0.945683996
2018,30,Oie,1.167003814
2018,31,Oie,4.751837018
2018,32,Oie,1.084575737
2018,33,Oie,0.973328633
2018,35,Oie,0.858679281
2018,36,Oie,1.323783785
2018,38,Oie,0.965992064
2018,40,Oie,0.570145501
2018,42,Oie,1.984531494
2018,43,Oie,2.263170662
2018,47,Oie,1.286589285
2018,49,Oie,0.743552897
2018,52,Oie,0.630796078
2018,54,Oie,2.252073678
2018,55,Oie,1.87971836
2018,57,Oie,1.655040984
2018,59,Oie,1.477209124
2018,60,Oie,1.258972215
2018,63,Oie,2.121316947
2018,64,Oie,1.103267833
2018,65,Oie,1.149337362
2018,66,Oie,3.053828267
2018,70,Oie,1.45890079
2018,72,Oie,3.212408717
2018,74,Oie,1.879721851
2018,76,Oie,2.785036795
2018,77,Oie,3.84299326
2018,78,Oie,2.683394863
2018,80,Oie,1.165278808
2018,84,Oie,1.925892946
2018,85,Oie,1.447842005
2018,90,Oie,0.63807996
2018,91,Oie,1.9843339
2018,93,Oie,0.664446549
2018,97,Oie,1.745471631
2018,99,Oie,0.252111771
2018,100,Oie,1.332322689
2018,101,Oie,1.56966677
2018,104,Oie,1.582707317
2018,109,Oie,1.404839053
2018,110,Oie,1.025861663
2018,111,Oie,0.990824184
2018,112,Oie,1.407674261
2018,114,Oie,0.378346131
2018,115,Oie,1.809102635
2018,119,Oie,0.937546405
2018,120,Oie,0.52304975
2018,123,Oie,2.02749715
2018,124,Oie,2.450334325
2018,125,Oie,1.493194383
2018,127,Oie,1.328820069
2018,129,Oie,0.223392813
2018,130,Oie,1.681066317
2018,132,Oie,1.772305347
2018,133,Oie,3.329178771
2018,135,Oie,1.588757302
2018,137,Oie,2.23505596
2018,140,Oie,1.549791176
2018,143,Oie,0.72540011
2018,145,Oie,1.25288441
2018,146,Oie,0.569447505
2018,148,Oie,0.765236151
2018,150,Oie,0.730168175
2018,151,Oie,1.471363827
2018,152,Oie,1.149269886
2018,153,Oie,1.655744641
2018,154,Oie,1.268751329
2018,155,Oie,0.304135103
2018,158,Oie,1.392247848
2018,159,Oie,1.162535692
2018,162,Oie,1.428650072
2018,163,Oie,0.673531056
2018,165,Oie,1.846361893
2018,169,Oie,1.208612702
2018,171,Oie,1.425392597
2018,172,Oie,1.038454333
2018,174,Oie,1.025613563
2018,176,Oie,1.266774093
2018,178,Oie,0
2018,179,Oie,0.648490459
2018,180,Oie,0.469236948
2018,181,Oie,1.020583243
2018,182,Oie,0.879314534
2018,184,Oie,1.410159069
2018,187,Oie,0.769837076
2018,191,Oie,1.957158443
2018,195,Oie,0.23718818
2018,197,Oie,1.048767626
2023,6,Min,0
2023,8,Min,1.850807495
2023,9,Min,1.691607176
2023,11,Min,0.135012626
2023,12,Min,2.683659243
2023,14,Min,0
2023,15,Min,0
2023,17,Min,4.878512924
2023,18,Min,3.001503409
2023,19,Min,1.052335144
2023,21,Min,2.870491944
2023,22,Min,4.841170292
2023,24,Min,3.580129497
2023,28,Min,3.746223048
2023,29,Min,1.234827761
2023,30,Min,2.029810313
2023,32,Min,0
2023,34,Min,0.913982161
2023,37,Min,2.351157697
2023,39,Min,4.092758504
2023,40,Min,3.35239669
2023,41,Min,3.315413131
2023,43,Min,
2023,44,Min,0.278297891
2023,47,Min,4.215955627
2023,49,Min,4.293629191
2023,50,Min,2.260014988
2023,53,Min,2.343812086
2023,57,Min,4.14624225
2023,61,Min,3.239275711
2023,62,Min,0.225467414
2023,63,Min,5.045273205
2023,67,Min,2.2830637
2023,69,Min,0.626262571
2023,70,Min,4.291588119
2023,75,Min,4.148975651
2023,78,Min,2.017407571
2023,79,Min,1.50854849
2023,83,Min,4.162902254
2023,85,Min,3.67833504
2023,86,Min,2.816333864
2023,89,Min,3.588699145
2023,90,Min,0
2023,91,Min,3.120236602
2023,92,Min,2.02395357
2023,94,Min,0.751338372
2023,95,Min,2.978148194
2023,96,Min,0
2023,99,Min,2.115229743
2023,100,Min,2.588808418
2023,101,Min,3.155014541
2023,102,Min,2.850582194
2023,103,Min,4.564061718
2023,105,Min,2.79863811
2023,107,Min,3.691459152
2023,108,Min,0.840704771
2023,109,Min,2.957195866
2023,112,Min,1.762068601
2023,113,Min,3.390493806
2023,115,Min,3.839635783
2023,122,Min,2.478729061
2023,124,Min,2.933618709
2023,125,Min,3.327823699
2023,128,Min,3.450353661
2023,129,Min,4.763065004
2023,130,Min,2.70389379
2023,131,Min,4.456078347
2023,132,Min,4.110848709
2023,135,Min,2.584917797
2023,136,Min,6.193014016
2023,138,Min,2.104798545
2023,139,Min,4.049524448
2023,140,Min,2.415088893
2023,141,Min,4.38322767
2023,143,Min,5.912894237
2023,145,Min,1.310185889
2023,146,Min,3.803381166
2023,154,Min,3.438174392
2023,155,Min,3.99876135
2023,156,Min,3.684636206
2023,159,Min,2.571451054
2023,161,Min,3.79422513
2023,162,Min,2.722605408
2023,164,Min,3.164222236
2023,165,Min,3.030610964
2023,166,Min,1.839728192
2023,167,Min,2.577705065
2023,175,Min,5.953431527
2023,178,Min,2.798657826
2023,180,Min,2.782655811
2023,184,Min,2.360264614
2023,187,Min,
2023,189,Min,4.393453662
2023,190,Min,3.432638465
2023,191,Min,1.938347094
2023,193,Min,3.072475661
2023,194,Min,2.308425032
2023,195,Min,2.692543021
2023,197,Min,1.843909828
2023,200,Min,1.998837368
2023,6,Oa,0.770064538
2023,8,Oa,0.372034296
2023,9,Oa,0
2023,11,Oa,0.270348128
2023,12,Oa,1.262606821
2023,14,Oa,0.62952337
2023,15,Oa,0.757642886
2023,17,Oa,0.611386142
2023,18,Oa,0.194715762
2023,19,Oa,0
2023,21,Oa,0.968836045
2023,22,Oa,2.146492457
2023,24,Oa,0
2023,28,Oa,0.981051967
2023,29,Oa,
2023,30,Oa,1.165627221
2023,32,Oa,5.7466026
2023,34,Oa,
2023,37,Oa,1.950639575
2023,39,Oa,5.609481718
2023,40,Oa,0.928844987
2023,41,Oa,0.928225543
2023,43,Oa,0
2023,44,Oa,0
2023,47,Oa,0.972027762
2023,49,Oa,0.492239716
2023,50,Oa,0.491725557
2023,53,Oa,1.458636565
2023,57,Oa,0
2023,61,Oa,1.005486715
2023,62,Oa,0.728552912
2023,63,Oa,0.197643308
2023,67,Oa,0.496633856
2023,69,Oa,0.713929385
2023,70,Oa,0.462242155
2023,75,Oa,1.042745377
2023,78,Oa,3.74142161
2023,79,Oa,0
2023,83,Oa,1.096240667
2023,85,Oa,3.064756563
2023,86,Oa,0
2023,89,Oa,2.946529582
2023,90,Oa,3.153777171
2023,91,Oa,1.122799946
2023,92,Oa,0
2023,94,Oa,3.259139406
2023,95,Oa,0.208718066
2023,96,Oa,1.164798166
2023,99,Oa,0.284581903
2023,100,Oa,5.206491966
2023,101,Oa,1.479412282
2023,102,Oa,1.305615543
2023,103,Oa,0.480112673
2023,105,Oa,0.43641217
2023,107,Oa,0
2023,108,Oa,1.846007135
2023,109,Oa,1.771210982
2023,112,Oa,0.142422556
2023,113,Oa,0.377958015
2023,115,Oa,0.665595378
2023,122,Oa,5.19956777
2023,124,Oa,2.268661847
2023,125,Oa,1.660537643
2023,128,Oa,0.430131444
2023,129,Oa,1.557042397
2023,130,Oa,2.283671546
2023,131,Oa,1.691631096
2023,132,Oa,0.589731174
2023,135,Oa,0.347283955
2023,136,Oa,6.013994696
2023,138,Oa,0.71009099
2023,139,Oa,0.776352817
2023,140,Oa,0.543534815
2023,141,Oa,0.453642808
2023,143,Oa,0.778027635
2023,145,Oa,0.583703171
2023,146,Oa,0.80562959
2023,154,Oa,0.090295688
2023,155,Oa,0.372070389
2023,156,Oa,0.752264939
2023,159,Oa,1.705700235
2023,161,Oa,0.328037328
2023,162,Oa,0.307221514
2023,164,Oa,0.180471972
2023,165,Oa,0.614041314
2023,166,Oa,0
2023,167,Oa,1.769009752
2023,175,Oa,1.775517113
2023,178,Oa,0
2023,180,Oa,0.621702907
2023,184,Oa,0
2023,187,Oa,0.377580818
2023,189,Oa,0.81313987
2023,190,Oa,0
2023,191,Oa,0
2023,193,Oa,0.3610239
2023,194,Oa,1.240677072
2023,195,Oa,0
2023,197,Oa,2.753462549
2023,200,Oa,0.441586001
2023,6,Oie,0.801780932
2023,8,Oie,0.750828275
2023,9,Oie,1.37711328
2023,11,Oie,1.328677447
2023,12,Oie,1.638875169
2023,14,Oie,1.575312436
2023,15,Oie,0.897398357
2023,17,Oie,0.364863397
2023,18,Oie,0.819087403
2023,19,Oie,1.026290811
2023,21,Oie,0.794400561
2023,22,Oie,1.058101222
2023,24,Oie,1.386769892
2023,28,Oie,0.865449687
2023,29,Oie,1.071143349
2023,30,Oie,1.03593523
2023,32,Oie,1.592464991
2023,34,Oie,1.610074122
2023,37,Oie,1.816487446
2023,39,Oie,2.518845017
2023,40,Oie,0.860221661
2023,41,Oie,1.075804466
2023,43,Oie,0.644216666
2023,44,Oie,1.144103158
2023,47,Oie,1.02525236
2023,49,Oie,0.940882702
2023,50,Oie,2.464940723
2023,53,Oie,2.051275219
2023,57,Oie,1.32760268
2023,61,Oie,1.365479674
2023,62,Oie,1.342746661
2023,63,Oie,1.031982404
2023,67,Oie,0.711306132
2023,69,Oie,0.661465275
2023,70,Oie,2.362717349
2023,75,Oie,1.131038906
2023,78,Oie,3.074691136
2023,79,Oie,0.378486418
2023,83,Oie,0.900575998
2023,85,Oie,0.469978152
2023,86,Oie,3.361595572
2023,89,Oie,1.581910359
2023,90,Oie,2.073129646
2023,91,Oie,1.991149535
2023,92,Oie,1.09474849
2023,94,Oie,1.400811967
2023,95,Oie,0.756703431
2023,96,Oie,1.808873594
2023,99,Oie,0.648573554
2023,100,Oie,0.981707185
2023,101,Oie,0.893357172
2023,102,Oie,0.628679092
2023,103,Oie,1.385627099
2023,105,Oie,0.535798728
2023,107,Oie,0.298693999
2023,108,Oie,1.005031122
2023,109,Oie,1.390509943
2023,112,Oie,0.676275017
2023,113,Oie,0.604746242
2023,115,Oie,1.147112243
2023,122,Oie,
2023,124,Oie,1.849557998
2023,125,Oie,1.886086418
2023,128,Oie,0.794406111
2023,129,Oie,1.470601686
2023,130,Oie,1.622733369
2023,131,Oie,1.884657684
2023,132,Oie,2.043333913
2023,135,Oie,0.764180603
2023,136,Oie,4.650555693
2023,138,Oie,0.622681758
2023,139,Oie,1.373109482
2023,140,Oie,1.400040065
2023,141,Oie,1.075620744
2023,143,Oie,2.208563264
2023,145,Oie,1.274716852
2023,146,Oie,0.988610068
2023,154,Oie,1.417686171
2023,155,Oie,1.743161354
2023,156,Oie,1.162337542
2023,159,Oie,2.032289298
2023,161,Oie,1.617869006
2023,162,Oie,0.860983969
2023,164,Oie,0.685525496
2023,165,Oie,1.585921503
2023,166,Oie,0.670566376
2023,167,Oie,1.317199
2023,175,Oie,0.68147727
2023,178,Oie,0.096417783
2023,180,Oie,1.285016067
2023,184,Oie,0.480244485
2023,187,Oie,0.818725654
2023,189,Oie,1.157911261
2023,190,Oie,1.815836239
2023,191,Oie,2.192588771
2023,193,Oie,1.506546792
2023,194,Oie,2.061589069
2023,195,Oie,0.343774696
2023,197,Oie,0.780527749
2023,200,Oie,1.515852436